***************************************************************************************************************************************************************************************** 

# Name                   Value      Units             
Sref_                   6.1935350 Lunit^2             
Cref_                   0.6425750 Lunit               
Bref_                   9.6386220 Lunit               
Xcg_                    0.0000000 Lunit               
Ycg_                    0.0000280 Lunit               
Zcg_                   -0.0000000 Lunit               
Mach_                   0.2330030 no_unit             
AoA_                    4.0000000 deg                 
Beta_                   0.0000000 deg                 
Rho_                    1.2250000 Munit/Lunit^3       
Vinf_                  50.0000000 Lunit/Tunit         
Roll__Rate              0.0000000 rad/Tunit           
Pitch_Rate              0.0000000 rad/Tunit           
Yaw___Rate              0.0000000 rad/Tunit           

   Wing       S        Xavg      Yavg      Zavg     Chord     V/Vref      Cl        Cd        Cs        Cx        Cy       Cz        Cmx       Cmy       Cmz 
        2   0.28480   0.39097  -1.26506   0.01771   0.69647   0.99903   1.28796   0.03053  -0.00698  -0.05938  -0.00698   1.28695  -2.33752  -0.57874  -0.10983 
        2   0.29288   0.39135  -1.30522   0.01761   0.69458   0.99905   1.28840   0.02765  -0.00702  -0.06230  -0.00702   1.28719  -2.41875  -0.58165  -0.11906 
        2   0.30097   0.39172  -1.34538   0.01751   0.69269   0.99906   1.28898   0.02866  -0.00702  -0.06133  -0.00702   1.28784  -2.50123  -0.58447  -0.12113 
        2   0.30905   0.39210  -1.38554   0.01741   0.69080   0.99905   1.28957   0.02852  -0.00701  -0.06150  -0.00701   1.28842  -2.58411  -0.58734  -0.12538 
        2   0.31713   0.39247  -1.42570   0.01732   0.68891   0.99906   1.29007   0.02954  -0.00701  -0.06052  -0.00701   1.28899  -2.66749  -0.59015  -0.12729 
        2   0.32521   0.39285  -1.46586   0.01722   0.68702   0.99908   1.29028   0.02737  -0.00704  -0.06270  -0.00704   1.28905  -2.75031  -0.59295  -0.13585 
        2   0.33329   0.39322  -1.50603   0.01712   0.68513   0.99909   1.29069   0.02840  -0.00704  -0.06171  -0.00704   1.28953  -2.83452  -0.59576  -0.13772 
        2   0.34137   0.39359  -1.54619   0.01702   0.68324   0.99908   1.29110   0.02820  -0.00703  -0.06194  -0.00703   1.28992  -2.91905  -0.59864  -0.14225 
        2   0.34945   0.39397  -1.58635   0.01692   0.68135   0.99908   1.29145   0.02932  -0.00703  -0.06084  -0.00703   1.29035  -3.00416  -0.60148  -0.14374 
        2   0.35753   0.39434  -1.62651   0.01682   0.67946   0.99911   1.29157   0.02699  -0.00705  -0.06318  -0.00705   1.29031  -3.08870  -0.60438  -0.15336 
        2   0.36562   0.39472  -1.66667   0.01673   0.67757   0.99911   1.29185   0.02811  -0.00705  -0.06207  -0.00705   1.29066  -3.17467  -0.60722  -0.15483 
        2   0.37370   0.39509  -1.70683   0.01663   0.67568   0.99909   1.29211   0.02816  -0.00704  -0.06204  -0.00704   1.29092  -3.26092  -0.61009  -0.15885 
        2   0.38178   0.39546  -1.74699   0.01653   0.67379   0.99910   1.29231   0.02936  -0.00703  -0.06086  -0.00703   1.29121  -3.34776  -0.61294  -0.15994 
        2   0.38986   0.39584  -1.78715   0.01643   0.67190   0.99912   1.29228   0.02688  -0.00706  -0.06333  -0.00706   1.29100  -3.43380  -0.61587  -0.17064 
        2   0.39794   0.39621  -1.82731   0.01633   0.67001   0.99912   1.29238   0.02811  -0.00706  -0.06211  -0.00706   1.29120  -3.52140  -0.61871  -0.17160 
        2   0.40602   0.39659  -1.86747   0.01624   0.66812   0.99911   1.29250   0.02811  -0.00704  -0.06211  -0.00704   1.29131  -3.60929  -0.62162  -0.17582 
        2   0.41410   0.39696  -1.90763   0.01614   0.66623   0.99910   1.29253   0.02942  -0.00703  -0.06082  -0.00703   1.29143  -3.69772  -0.62448  -0.17636 
        2   0.42219   0.39734  -1.94780   0.01604   0.66434   0.99914   1.29230   0.02663  -0.00706  -0.06358  -0.00706   1.29101  -3.78508  -0.62743  -0.18867 
        2   0.43027   0.39771  -1.98796   0.01594   0.66245   0.99914   1.29224   0.02796  -0.00706  -0.06225  -0.00706   1.29104  -3.87423  -0.63028  -0.18909 
        2   0.43835   0.39808  -2.02812   0.01584   0.66056   0.99908   1.29217   0.02826  -0.00703  -0.06194  -0.00703   1.29100  -3.96367  -0.63314  -0.19245 
        2   0.44643   0.39846  -2.06828   0.01575   0.65867   0.99908   1.29203   0.02976  -0.00701  -0.06044  -0.00701   1.29096  -4.05366  -0.63599  -0.19206 
        2   0.45451   0.39883  -2.10844   0.01565   0.65678   0.99913   1.29163   0.02662  -0.00705  -0.06355  -0.00705   1.29034  -4.14226  -0.63899  -0.20632 
        2   0.46259   0.39921  -2.14860   0.01555   0.65489   0.99913   1.29141   0.02817  -0.00705  -0.06198  -0.00705   1.29023  -4.23298  -0.64185  -0.20567 
        2   0.47067   0.39958  -2.18876   0.01545   0.65300   0.99908   1.29118   0.02848  -0.00701  -0.06166  -0.00701   1.29002  -4.32389  -0.64474  -0.20899 
        2   0.47875   0.39995  -2.22892   0.01535   0.65111   0.99907   1.29084   0.03013  -0.00700  -0.05998  -0.00700   1.28979  -4.41524  -0.64756  -0.20768 
        2   0.48684   0.40033  -2.26908   0.01525   0.64922   0.99913   1.29015   0.02673  -0.00704  -0.06333  -0.00704   1.28887  -4.50465  -0.65049  -0.22372 
        2   0.49492   0.40070  -2.30924   0.01516   0.64733   0.99912   1.28970   0.02846  -0.00703  -0.06158  -0.00703   1.28855  -4.59661  -0.65332  -0.22207 
        2   0.50300   0.40108  -2.34940   0.01506   0.64544   0.99906   1.28928   0.02869  -0.00699  -0.06132  -0.00699   1.28814  -4.68879  -0.65622  -0.22558 
        2   0.51108   0.40145  -2.38957   0.01496   0.64355   0.99905   1.28873   0.03051  -0.00697  -0.05946  -0.00697   1.28772  -4.78139  -0.65903  -0.22317 
        2   0.51916   0.40183  -2.42973   0.01486   0.64166   0.99911   1.28784   0.02695  -0.00702  -0.06295  -0.00702   1.28658  -4.87175  -0.66199  -0.24083 
        2   0.52724   0.40220  -2.46989   0.01476   0.63977   0.99911   1.28717   0.02878  -0.00701  -0.06108  -0.00701   1.28605  -4.96483  -0.66479  -0.23827 
        2   0.53532   0.40257  -2.51005   0.01467   0.63788   0.99903   1.28655   0.02911  -0.00696  -0.06070  -0.00696   1.28544  -5.05813  -0.66770  -0.24132 
        2   0.54341   0.40295  -2.55021   0.01457   0.63599   0.99903   1.28573   0.03108  -0.00694  -0.05868  -0.00694   1.28477  -5.15163  -0.67045  -0.23775 
        2   0.55149   0.40332  -2.59037   0.01447   0.63410   0.99909   1.28455   0.02723  -0.00698  -0.06244  -0.00698   1.28332  -5.24245  -0.67337  -0.25758 
        2   0.55957   0.40370  -2.63053   0.01437   0.63221   0.99908   1.28359   0.02943  -0.00697  -0.06018  -0.00697   1.28252  -5.33630  -0.67608  -0.25291 
        2   0.56765   0.40407  -2.67069   0.01427   0.63032   0.99899   1.28268   0.02955  -0.00692  -0.06000  -0.00692   1.28162  -5.43023  -0.67896  -0.25671 
        2   0.57573   0.40444  -2.71085   0.01417   0.62843   0.99898   1.28160   0.03195  -0.00689  -0.05752  -0.00689   1.28071  -5.52453  -0.68166  -0.25065 
        2   0.58381   0.40482  -2.75101   0.01408   0.62654   0.99905   1.28021   0.02771  -0.00694  -0.06166  -0.00694   1.27903  -5.61591  -0.68467  -0.27329 
        2   0.59189   0.40519  -2.79117   0.01398   0.62465   0.99903   1.27897   0.03022  -0.00692  -0.05907  -0.00692   1.27797  -5.71039  -0.68734  -0.26650 
        2   0.59997   0.40557  -2.83134   0.01388   0.62276   0.99894   1.27776   0.03048  -0.00686  -0.05873  -0.00686   1.27678  -5.80472  -0.69016  -0.26955 
        2   0.60806   0.40594  -2.87150   0.01378   0.62087   0.99893   1.27634   0.03298  -0.00682  -0.05613  -0.00682   1.27553  -5.89922  -0.69279  -0.26216 
        2   0.61614   0.40632  -2.91166   0.01368   0.61898   0.99899   1.27436   0.02849  -0.00688  -0.06048  -0.00688   1.27324  -5.98923  -0.69549  -0.28710 
        2   0.62422   0.40669  -2.95182   0.01359   0.61709   0.99898   1.27273   0.03107  -0.00686  -0.05778  -0.00686   1.27179  -6.08352  -0.69805  -0.27904 
        2   0.63230   0.40706  -2.99198   0.01349   0.61520   0.99888   1.27106   0.03144  -0.00678  -0.05730  -0.00678   1.27016  -6.17727  -0.70069  -0.28128 
        2   0.64038   0.40744  -3.03214   0.01339   0.61331   0.99886   1.26921   0.03434  -0.00675  -0.05428  -0.00675   1.26852  -6.27137  -0.70318  -0.27098 
        2   0.64846   0.40781  -3.07230   0.01329   0.61142   0.99891   1.26680   0.02928  -0.00682  -0.05915  -0.00682   1.26575  -6.36019  -0.70584  -0.29992 
        2   0.65654   0.40819  -3.11246   0.01319   0.60953   0.99889   1.26468   0.03223  -0.00678  -0.05607  -0.00678   1.26384  -6.45356  -0.70821  -0.28900 
        2   0.66462   0.40856  -3.15262   0.01309   0.60764   0.99880   1.26245   0.03265  -0.00670  -0.05550  -0.00670   1.26166  -6.54581  -0.71062  -0.29058 
        2   0.67271   0.40893  -3.19278   0.01300   0.60575   0.99877   1.26004   0.03592  -0.00665  -0.05206  -0.00665   1.25947  -6.63838  -0.71286  -0.27706 
        2   0.68079   0.40931  -3.23294   0.01290   0.60386   0.99880   1.25698   0.03042  -0.00673  -0.05734  -0.00673   1.25604  -6.72457  -0.71531  -0.30972 
        2   0.68887   0.40968  -3.27310   0.01280   0.60197   0.99878   1.25420   0.03381  -0.00669  -0.05376  -0.00669   1.25350  -6.81565  -0.71737  -0.29505 
        2   0.69695   0.41006  -3.31327   0.01270   0.60008   0.99868   1.25130   0.03406  -0.00659  -0.05331  -0.00659   1.25063  -6.90515  -0.71953  -0.29702 
        2   0.70503   0.41043  -3.35343   0.01260   0.59819   0.99865   1.24809   0.03763  -0.00653  -0.04952  -0.00653   1.24767  -6.99436  -0.72138  -0.28030 
        2   0.71311   0.41081  -3.39359   0.01251   0.59630   0.99866   1.24405   0.03184  -0.00662  -0.05502  -0.00662   1.24324  -7.07534  -0.72332  -0.31589 
        2   0.72119   0.41118  -3.43375   0.01241   0.59441   0.99863   1.24040   0.03561  -0.00656  -0.05100  -0.00656   1.23986  -7.16231  -0.72495  -0.29740 
        2   0.72928   0.41155  -3.47391   0.01231   0.59252   0.99853   1.23661   0.03570  -0.00644  -0.05065  -0.00644   1.23609  -7.24707  -0.72671  -0.29968 
        2   0.73736   0.41193  -3.51407   0.01221   0.59063   0.99848   1.23249   0.03978  -0.00638  -0.04629  -0.00638   1.23226  -7.33155  -0.72810  -0.27812 
        2   0.74544   0.41230  -3.55423   0.01211   0.58874   0.99847   1.22731   0.03323  -0.00649  -0.05246  -0.00649   1.22664  -7.40521  -0.72944  -0.31953 
        2   0.75352   0.41268  -3.59439   0.01201   0.58685   0.99842   1.22266   0.03760  -0.00642  -0.04778  -0.00642   1.22230  -7.48644  -0.73056  -0.29546 
        2   0.76160   0.41305  -3.63455   0.01192   0.58496   0.99829   1.21780   0.03777  -0.00626  -0.04727  -0.00626   1.21747  -7.56454  -0.73181  -0.29643 
        2   0.76968   0.41342  -3.67471   0.01182   0.58307   0.99823   1.21253   0.04244  -0.00618  -0.04225  -0.00618   1.21254  -7.64185  -0.73263  -0.26897 
        2   0.77776   0.41380  -3.71487   0.01172   0.58118   0.99822   1.20601   0.03529  -0.00631  -0.04892  -0.00631   1.20553  -7.70567  -0.73335  -0.31552 
        2   0.78584   0.41417  -3.75504   0.01162   0.57929   0.99815   1.19996   0.04031  -0.00623  -0.04349  -0.00623   1.19985  -7.77754  -0.73371  -0.28478 
        2   0.79393   0.41455  -3.79520   0.01152   0.57740   0.99799   1.19356   0.03999  -0.00606  -0.04337  -0.00606   1.19344  -7.84438  -0.73413  -0.28781 
        2   0.80201   0.41492  -3.83536   0.01143   0.57551   0.99790   1.18663   0.04528  -0.00599  -0.03761  -0.00599   1.18690  -7.90983  -0.73401  -0.25337 
        2   0.81009   0.41530  -3.87552   0.01133   0.57362   0.99786   1.17808   0.03701  -0.00616  -0.04526  -0.00616   1.17779  -7.95742  -0.73362  -0.30872 
        2   0.81817   0.41567  -3.91568   0.01123   0.57173   0.99777   1.17007   0.04285  -0.00604  -0.03888  -0.00604   1.17021  -8.01457  -0.73284  -0.26916 
        2   0.82625   0.41604  -3.95584   0.01113   0.56984   0.99757   1.16151   0.04317  -0.00577  -0.03796  -0.00577   1.16169  -8.06446  -0.73201  -0.26621 
        2   0.83433   0.41642  -3.99600   0.01103   0.56795   0.99746   1.15213   0.04946  -0.00568  -0.03102  -0.00568   1.15278  -8.11073  -0.73046  -0.22099 
        2   0.84241   0.41679  -4.03616   0.01093   0.56606   0.99735   1.14045   0.03936  -0.00595  -0.04029  -0.00595   1.14042  -8.13147  -0.72829  -0.29024 
        2   0.85050   0.41717  -4.07632   0.01084   0.56417   0.99722   1.12946   0.04624  -0.00581  -0.03266  -0.00581   1.12994  -8.16418  -0.72570  -0.23891 
        2   0.85858   0.41754  -4.11648   0.01074   0.56228   0.99695   1.11762   0.04654  -0.00542  -0.03154  -0.00542   1.11815  -8.18600  -0.72293  -0.23356 
        2   0.86666   0.41791  -4.15664   0.01064   0.56039   0.99678   1.10465   0.05394  -0.00530  -0.02325  -0.00530   1.10573  -8.20163  -0.71913  -0.17511 
        2   0.87474   0.41829  -4.19681   0.01054   0.55850   0.99659   1.08845   0.04286  -0.00565  -0.03317  -0.00565   1.08879  -8.18164  -0.71413  -0.25223 
        2   0.88282   0.41866  -4.23697   0.01044   0.55661   0.99639   1.07279   0.05086  -0.00552  -0.02410  -0.00552   1.07372  -8.17329  -0.70856  -0.18646 
        2   0.89090   0.41904  -4.27713   0.01035   0.55472   0.99600   1.05538   0.04951  -0.00513  -0.02423  -0.00513   1.05626  -8.14420  -0.70231  -0.18956 
        2   0.89898   0.41941  -4.31729   0.01025   0.55283   0.99575   1.03647   0.05719  -0.00534  -0.01525  -0.00534   1.03793  -8.10567  -0.69459  -0.12217 
        2   0.90706   0.41979  -4.35745   0.01015   0.55094   0.99549   1.01276   0.04322  -0.00606  -0.02753  -0.00606   1.01331  -8.01434  -0.68443  -0.22151 
        2   0.91515   0.42016  -4.39761   0.01005   0.54905   0.99521   0.99010   0.05311  -0.00575  -0.01609  -0.00575   0.99139  -7.94056  -0.67393  -0.13252 
        2   0.92323   0.42053  -4.43777   0.00995   0.54716   0.99471   0.96461   0.05286  -0.00472  -0.01456  -0.00472   0.96595  -7.83440  -0.66194  -0.12088 
        2   0.93131   0.42091  -4.47793   0.00985   0.54527   0.99439   0.93651   0.06365  -0.00448  -0.00184  -0.00448   0.93867  -7.70870  -0.64783  -0.01780 
        2   0.93939   0.42128  -4.51809   0.00976   0.54338   0.99311   0.90070   0.04809  -0.00538  -0.01486  -0.00538   0.90187  -7.49883  -0.62980  -0.12716 
        2   0.94747   0.42166  -4.55825   0.00966   0.54149   0.99271   0.86299   0.05944  -0.00587  -0.00091  -0.00587   0.86503  -7.28182  -0.60864  -0.01198 
        2   0.95555   0.42203  -4.59841   0.00956   0.53960   0.99267   0.81539   0.05053  -0.00591  -0.00648  -0.00591   0.81693  -6.96182  -0.58028  -0.05986 
        2   0.96363   0.42240  -4.63857   0.00946   0.53771   0.99227   0.76529   0.06139  -0.00564   0.00786  -0.00564   0.76771  -6.62268  -0.55042   0.06317 
        2   0.97172   0.42278  -4.67874   0.00936   0.53582   0.98899   0.70569   0.05359  -0.00733   0.00424  -0.00733   0.70771  -6.17967  -0.51753   0.03076 
        2   0.97980   0.42315  -4.71890   0.00927   0.53393   0.98844   0.62670   0.05590  -0.01324   0.01205  -0.01324   0.62908  -5.55975  -0.46625   0.09407 
        2   0.98788   0.42353  -4.75906   0.00917   0.53204   0.98574   0.52203   0.04912  -0.04274   0.01258  -0.04274   0.52418  -4.68858  -0.39720   0.06951 
        2   0.99596   0.42390  -4.79922   0.00907   0.53015   0.98272   0.35966   0.03332  -0.03446   0.00815  -0.03446   0.36111  -3.26864  -0.27879   0.03872 



Comp      Component-Name                             Mach       AoA      Beta       CL        CDi       CS       CFx       CFy       CFz       Cmx       Cmy       Cmz 
0                                                    0.23300   4.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000 
1         CleanWing                                  0.23300   4.00000   0.00000   0.61371   0.01730   0.00360  -0.02556   0.00360   0.61342   0.13772  -0.31420   0.00526 
2         CleanWing                                  0.23300   4.00000   0.00000   0.61371   0.01730  -0.00360  -0.02556  -0.00360   0.61342  -0.13772  -0.31420  -0.00526 



